"X2" "X1"
"181" 20.482904 60.305188
"182" 21.585644 60.305188
"183" 22.062904 60.148995
"184" 22.552464 59.627873
"185" 23.112064 59.032208
"186" 23.396784 58.969141
"187" 24.914284 59.10471
"188" 26.639794 59.258861
"189" 28.810074 63.14522
"190" 30.059814 65.383151
"191" 31.312854 68.109399
"192" 31.764254 69.572662
"193" 32.195394 70.970257
"194" 32.791354 72.590638
"195" 33.088604 73.173509
"196" 34.233737 75.418931
"197" 37.708577 77.801108
"198" 40.877367 78.513086
"199" 41.829727 78.727066
"200" 43.083207 78.676876
"201" 45.549767 78.326012
"202" 48.920647 77.846507
"203" 51.240167 78.933226
"204" 55.027147 80.707466
"205" 56.942097 81.246726
"206" 60.734507 81.606886
"207" 64.321917 81.947576
"208" 65.596347 83.356876
"209" 67.426437 85.380638
"210" 69.471347 86.626438
"211" 73.888347 88.408508
"212" 82.097937 91.720728
"213" 86.112947 94.360428
"214" 87.696017 97.486448
"215" 88.922857 99.909048
"216" 89.817017 100.88628
"217" 91.784647 101.95489
"218" 92.793597 102.50284
"219" 94.062987 103.20998
"220" 94.605517 103.52632
"221" 95.559427 104.08251
"222" 95.605437 104.08345
"223" 96.001057 103.55462
"224" 96.388197 103.03716
"225" 96.561417 103.08933
"226" 99.226817 104.52621
"227" 102.30713 106.18676
"228" 103.29958 106.39411
"229" 103.55175 105.42982
"230" 103.66125 105.01107
"231" 103.86683 104.87474
"232" 104.1964 105.00232
"233" 105.46628 105.49393
"234" 106.24201 105.495
"235" 106.42988 105.00532
"236" 106.53517 104.73096
"237" 106.49418 104.26892
"238" 106.33878 103.97856
"239" 106.18339 103.68821
"240" 106.12869 103.17361
"241" 106.21724 102.83501
"242" 106.3289 102.40803
"243" 106.06084 101.86647
"244" 105.34249 101.06771
"245" 104.77283 100.4343
"246" 104.21157 99.477158
"247" 104.09525 98.940728
"248" 103.51891 96.282928
"249" 96.886547 90.728998
"250" 92.770837 89.457678
"251" 90.370367 88.716188
"252" 88.996767 87.797348
"253" 83.825247 83.473756
"254" 75.758837 76.72991
"255" 73.228697 75.071804
"256" 70.092727 74.474273
"257" 68.348467 74.141917
"258" 67.269107 73.662708
"259" 64.483167 71.983753
"260" 62.585827 70.840317
"261" 60.663507 69.741168
"262" 60.211347 69.5412
"263" 59.759187 69.341235
"264" 59.389227 69.089742
"265" 59.389227 68.982329
"266" 59.389227 68.874916
"267" 60.694427 68.468212
"268" 62.289657 68.078538
"269" 65.190087 67.370046
"270" 67.745507 67.91828
"271" 69.150997 68.219807
"272" 70.942537 68.607941
"273" 71.726727 68.780798
"274" 72.741807 69.004553
"275" 73.508447 69.000081
"276" 74.388157 68.765278
"277" 75.343187 68.510366
"278" 75.880777 68.526126
"279" 76.755287 68.834668
"280" 77.377597 69.054233
"281" 79.341357 69.610733
"282" 81.119187 70.071332
"283" 84.144747 70.855193
"284" 84.743837 70.909079
"285" 90.480107 70.913309
"286" 94.139097 70.916009
"287" 97.553787 71.076431
"288" 98.954227 71.311428
"289" 102.11085 71.841112
"290" 110.62495 72.170944
"291" 113.94775 71.892271
"292" 115.42755 71.768162
"293" 119.46339 71.204098
"294" 122.91627 70.638794
"295" 127.47155 69.893005
"296" 130.21964 69.601848
"297" 132.93112 69.577734
"298" 134.9864 69.559474
"299" 137.74423 69.523804
"300" 139.05961 69.498514
"301" 140.49434 69.470924
"302" 142.34829 69.668353
"303" 143.69335 69.991968
"304" 145.59743 70.450077
"305" 146.76933 70.506492
"306" 151.46606 70.366146
"307" 156.7328 70.208764
"308" 157.26764 70.135249
"309" 162.67672 68.825196
"310" 172.67748 66.403061
"311" 178.92765 65.088006
"312" 180.38787 65.098721
"313" 181.1698 65.104421
"314" 182.86076 65.29653
"315" 184.14556 65.525548
"316" 186.10525 65.874869
"317" 186.74763 66.147219
"318" 188.13324 67.216207
"319" 189.04166 67.917052
"320" 190.26001 69.070258
"321" 190.84068 69.778887
"322" 192.21675 71.458196
"323" 193.0339 71.485558
"324" 194.09129 69.887729
"325" 194.72293 68.933269
"326" 194.91535 68.183662
"327" 195.09955 65.959902
"328" 195.36792 62.720026
"329" 195.09655 61.381755
"330" 193.86774 59.891327
"331" 193.10938 58.971285
"332" 192.79493 58.810309
"333" 191.75613 58.810309
"334" 190.901 58.810309
"335" 190.22922 58.576644
"336" 189.51234 58.029848
"337" 188.94956 57.600596
"338" 188.19696 57.250274
"339" 187.83989 57.251359
"340" 183.06541 57.265829
"341" 181.15772 57.432302
"342" 179.63573 57.967241
"343" 178.30147 58.436193
"344" 176.56367 58.627854
"345" 171.35815 58.880165
"346" 164.76937 59.199525
"347" 161.27172 58.25754
"348" 155.93974 56.821537
"349" 150.39009 56.976181
"350" 146.01498 58.682678
"351" 144.75427 59.174416
"352" 144.41153 59.193089
"353" 142.876 58.853687
"354" 141.92795 58.644135
"355" 140.3451 58.360424
"356" 139.35856 58.223218
"357" 138.37202 58.086015
"358" 137.16127 57.806854
"359" 136.668 57.602865
"360" 136.14514 57.38664
"361" 133.40252 57.138263
"362" 130.09109 57.007248
"363" 124.61272 56.790499
"364" 119.65437 56.110742
"365" 114.03506 54.806076
"366" 111.63455 54.248736
"367" 104.12465 53.429196
"368" 101.41796 53.429196
"369" 98.669167 53.429196
"370" 98.701817 52.918292
"371" 101.46476 52.696587
"372" 107.06953 52.246843
"373" 112.57965 51.592912
"374" 114.0972 51.197388
"375" 117.58449 50.288491
"376" 123.15644 49.561401
"377" 128.92279 49.262782
"378" 132.80233 49.061875
"379" 135.38739 48.790117
"380" 136.22284 48.495351
"381" 136.93426 48.244346
"382" 137.9981 47.991742
"383" 138.58691 47.934005
"384" 139.17573 47.876265
"385" 140.8295 47.650316
"386" 142.26195 47.431885
"387" 144.7279 47.055859
"388" 144.97432 47.069835
"389" 146.89569 47.694737
"390" 149.58684 48.570008
"391" 153.51702 49.041068
"392" 156.09978 48.797913
"393" 157.25074 48.689556
"394" 159.52158 48.207459
"395" 161.14608 47.72659
"396" 163.40424 47.058152
"397" 164.70254 46.852279
"398" 166.65976 46.852279
"399" 171.08999 46.852279
"400" 177.54343 47.446282
"401" 179.56742 48.040357
"402" 180.7602 48.390461
"403" 182.81108 48.661445
"404" 184.87826 48.74209
"405" 188.20756 48.871972
"406" 188.25948 48.863659
"407" 189.43467 48.012349
"408" 190.25089 47.421087
"409" 190.98144 47.15123
"410" 191.76588 47.15123
"411" 193.21761 47.15123
"412" 194.37433 46.019214
"413" 194.98042 44.005326
"414" 195.21768 43.216966
"415" 195.3883 42.492429
"416" 195.35958 42.395243
"417" 195.33088 42.298053
"418" 195.26388 41.613167
"419" 195.21083 40.873264
"420" NA NA
"421" 192.44685 39.019464
"422" 191.95207 39.44062
"423" 191.65833 40.00865
"424" 191.01336 41.255893
"425" 191.30549 41.424083
"426" 192.12292 40.276121
"427" 192.57551 39.640507
"428" 192.98863 39.374429
"429" 193.42607 39.436796
"430" 194.45172 39.583028
"431" 194.23817 40.612593
"432" 193.10261 40.996192
"433" 191.84507 41.421001
"434" 190.83877 42.446922
"435" 190.98713 43.152933
"436" 191.08683 43.62732
"437" 191.17617 43.580971
"438" 191.56875 42.851229
"439" 192.0326 41.989037
"440" 192.21998 42.925967
"441" 192.50598 44.355971
"442" 193.31917 44.164457
"443" 193.31917 42.667093
"444" 193.31917 41.400266
"445" 193.74711 41.062726
"446" 194.06868 42.075909
"447" 194.37159 43.03031
"448" 193.92306 44.515207
"449" 193.28115 44.683071
"450" 192.84811 44.796313
"451" 192.78772 44.928034
"452" 193.03322 45.22384
"453" 193.47479 45.755901
"454" 192.7246 46.124931
"455" 190.62861 46.406704
"456" 189.72429 46.528279
"457" 188.64806 46.760375
"458" 188.23701 46.922475
"459" 187.5262 47.202783
"460" 187.51889 47.229193
"461" 188.08753 47.462219
"462" 188.45177 47.611479
"463" 187.34186 47.715385
"464" 185.2475 47.728094
"465" 182.41795 47.745254
"466" 181.5186 47.636154
"467" 180.16534 47.111541
"468" 178.7649 46.56864
"469" 177.59025 46.441024
"470" 172.24314 46.250864
"471" 165.72329 46.018998
"472" 164.47922 46.107861
"473" 159.98616 47.126392
"474" 155.46154 48.152081
"475" 149.32029 47.887677
"476" 146.26367 46.535591
"477" 145.20139 46.065694
"478" 144.55971 45.96832
"479" 143.53656 46.12175
"480" 142.09176 46.338409
"481" 141.92188 46.14028
"482" 142.54407 44.964309
"483" 142.7596 44.556944
"484" 142.36853 44.789237
"485" 141.50442 45.581863
"486" 140.40667 46.588801
"487" 139.89419 46.852404
"488" 139.0343 46.852404
"489" 138.20321 46.852404
"490" 137.98872 46.749709
"491" 138.11772 46.413553
"492" 138.41057 45.650377
"493" 137.83871 45.650535
"494" 136.80402 46.413852
"495" 136.25426 46.819448
"496" 135.68321 47.151298
"497" 135.53501 47.151298
"498" 135.3868 47.151298
"499" 134.90846 47.403209
"500" 134.47202 47.711104
"501" 133.80289 48.18315
"502" 132.92866 48.294707
"503" 128.89528 48.422724
"504" 125.0237 48.545601
"505" 122.34578 48.869311
"506" 114.8446 50.121177
"507" 109.74749 50.971829
"508" 104.03005 51.802969
"509" 102.13919 51.968151
"510" 98.607817 52.276644
"511" 98.047947 52.464146
"512" 98.345197 53.238764
"513" 98.522087 53.699743
"514" 98.793067 53.75133
"515" 104.08237 54.330968
"516" 105.7266 54.511155
"517" 110.83866 55.264466
"518" 115.4425 56.004994
"519" 120.04634 56.745522
"520" 125.69651 57.485518
"521" 127.99843 57.649429
"522" 134.40678 58.105742
"523" 136.05681 58.439667
"524" 136.97053 59.465172
"525" 137.75849 60.34952
"526" 138.68459 60.367484
"527" 137.95306 59.484242
"528" 137.60681 59.06618
"529" 137.72641 59.033663
"530" 139.05961 59.18338
"531" 140.34727 59.327983
"532" 140.71655 59.531219
"533" 141.72497 60.650302
"534" 142.3688 61.364788
"535" 142.79107 61.680313
"536" 142.66335 61.351467
"537" 142.14743 60.023136
"538" 142.27354 59.851541
"539" 143.69335 59.950064
"540" 144.5607 60.010244
"541" 145.51655 59.832737
"542" 146.3839 59.4504
"543" 149.77765 57.9544
"544" 155.78443 57.887118
"545" 161.77987 59.277948
"546" 165.36727 60.110161
"547" 172.09367 59.797246
"548" 177.78213 59.532615
"549" 179.06395 59.386201
"550" 180.40062 58.848406
"551" 181.67586 58.335371
"552" 182.61086 58.212529
"553" 185.24092 58.212529
"554" 187.3019 58.212529
"555" 188.5759 58.334247
"556" 188.70523 58.543506
"557" 188.84535 58.770228
"558" 188.68613 58.806729
"559" 188.19971 58.659383
"560" 187.66285 58.496753
"561" 187.5705 58.529695
"562" 187.82112 58.794422
"563" 188.00344 58.987
"564" 189.19452 59.325496
"565" 190.46796 59.546633
"566" 192.88325 59.966057
"567" 193.78841 60.428319
"568" 193.06719 60.874058
"569" 192.76755 61.05924
"570" 192.8181 61.157624
"571" 193.27413 61.276879
"572" 194.24208 61.530003
"573" 194.56761 64.490495
"574" 193.6275 64.490495
"575" 193.45792 64.490495
"576" 193.31917 63.952383
"577" 193.31917 63.294692
"578" 193.31917 61.808593
"579" 192.64634 61.674528
"580" 192.19393 63.070479
"581" 191.89819 63.983017
"582" 191.86619 64.001187
"583" 191.6674 63.369429
"584" 191.43262 62.623341
"585" 190.92756 62.455701
"586" 190.92756 63.123862
"587" 190.92756 63.861479
"588" 193.1742 65.554999
"589" 193.8392 65.318666
"590" 193.96424 65.274226
"591" 194.10954 65.540559
"592" 194.16208 65.910511
"593" 194.23938 66.454954
"594" 194.11448 66.58315
"595" 193.50639 66.58315
"596" 193.09322 66.58315
"597" 192.57938 66.347726
"598" 192.36453 66.059986
"599" 192.14968 65.772246
"600" 191.71616 65.335031
"601" 191.40115 65.088396
"602" 190.94194 64.72886
"603" 190.97753 64.877011
"604" 191.5807 65.835773
"605" 192.15492 66.748512
"606" 192.55204 67.053465
"607" 193.25832 67.124048
"608" 193.92022 67.190198
"609" 194.1366 67.339134
"610" 194.01837 67.647212
"611" 193.77469 68.28224
"612" 193.0423 68.17129
"613" 192.42123 67.405265
"614" 192.12129 67.035313
"615" 191.79151 66.816628
"616" 191.68839 66.919299
"617" 191.36883 67.237455
"618" 193.06856 69.020176
"619" 193.52461 68.845173
"620" 193.75876 68.755313
"621" 193.86646 68.814783
"622" 193.76548 68.978179
"623" 193.4529 69.483953
"624" 192.58443 69.302998
"625" 192.17457 68.646694
"626" 191.6428 67.795207
"627" 191.41723 68.111162
"628" 191.86121 69.085598
"629" 192.0775 69.560314
"630" 192.46081 69.871608
"631" 192.82905 69.871608
"632" 193.32155 69.871608
"633" 193.36521 69.943448
"634" 193.05618 70.245297
"635" 192.74829 70.546029
"636" 192.43021 70.35129
"637" 191.4269 69.2478
"638" 190.74121 68.493649
"639" 189.46752 67.29865
"640" 188.59649 66.592253
"641" 187.2191 65.4752
"642" 186.65443 65.235582
"643" 184.26171 64.752797
"644" 182.74861 64.447494
"645" 181.15634 64.196315
"646" 180.72333 64.194623
"647" 180.29033 64.192823
"648" 174.90921 65.275354
"649" 168.7653 66.600008
"650" 158.90377 68.7262
"651" 157.02439 69.044379
"652" 152.72968 69.314837
"653" 148.50174 69.581091
"654" 147.44497 69.551803
"655" 144.65801 69.091144
"656" 142.14052 68.675022
"657" 140.10263 68.57995
"658" 135.17731 68.648855
"659" 128.90341 68.736625
"660" 129.64673 68.093528
"661" 130.39004 67.450428
"662" 129.47993 67.889527
"663" 128.12335 68.544029
"664" 125.64561 69.132854
"665" 119.17857 70.337605
"666" 112.21843 71.634214
"667" 108.50848 71.729846
"668" 101.91087 70.78271
"669" 98.692897 70.320747
"670" 96.089117 70.169475
"671" 91.298117 70.166142
"672" 84.533927 70.161442
"673" 83.270337 69.992188
"674" 78.607557 68.466365
"675" 75.923837 67.588158
"676" 75.614017 67.211549
"677" 76.505027 65.910512
"678" 77.245547 64.829201
"679" 76.842367 64.871335
"680" 75.251117 66.041554
"681" 74.161527 66.84285
"682" 74.041817 67.025156
"683" 74.499737 67.185788
"684" 74.799337 67.290878
"685" 74.918857 67.448733
"686" 74.765347 67.536577
"687" 73.857437 68.056108
"688" 72.473767 68.005341
"689" 68.981227 67.324352
"690" 65.005187 66.549086
"691" 64.450777 66.551385
"692" 60.613287 67.359062
"693" 59.787267 67.532917
"694" 59.643577 67.495079
"695" 59.851607 67.158487
"696" 59.992617 66.930319
"697" 59.740527 67.032691
"698" 59.291387 67.385982
"699" 58.247587 68.20703
"700" 56.255447 68.560671
"701" 55.363407 68.083264
"702" 54.794847 67.77898
"703" 54.431227 67.857144
"704" 52.931487 68.606045
"705" 51.195857 69.472736
"706" 49.523857 70.026136
"707" 49.523857 69.733909
"708" 49.523857 69.651909
"709" 50.054177 69.314266
"710" 50.702337 68.983593
"711" 51.754067 68.447045
"712" 53.410217 66.723068
"713" 53.410217 66.164822
"714" 53.410217 66.047992
"715" 52.668347 66.556729
"716" 51.761607 67.29535
"717" 48.862337 69.657075
"718" 47.782937 69.55299
"719" 49.968227 67.122418
"720" 50.747897 66.255243
"721" 51.504977 65.232284
"722" 51.650637 64.849179
"723" 51.979317 63.984661
"724" 51.960157 61.852269
"725" 51.616537 61.052564
"726" 51.417077 60.588389
"727" 51.354917 60.736325
"728" 51.338607 61.71399
"729" 51.305607 63.690544
"730" 50.260457 66.089349
"731" 48.894607 67.323316
"732" 48.233717 67.920387
"733" 46.704077 68.859565
"734" 45.495407 69.410372
"735" 43.173127 70.46867
"736" 42.648017 71.048425
"737" 42.648017 72.554091
"738" 42.648017 73.237737
"739" 42.971857 73.813756
"740" 43.877597 74.741137
"741" 45.107177 76.000102
"742" 44.176547 74.810924
"743" 43.064307 73.389676
"744" 42.993867 72.29064
"745" 43.944187 71.185829
"746" 44.622907 70.396763
"747" 44.763017 70.367598
"748" 48.951607 70.143447
"749" 52.908307 69.931707
"750" 56.289457 69.483657
"751" 56.649787 69.123326
"752" 56.730187 69.042936
"753" 59.229197 70.241796
"754" 62.203177 71.787452
"755" 65.177157 73.333108
"756" 68.417577 74.82959
"757" 69.404107 75.112966
"758" 72.777317 76.081895
"759" 75.340677 77.745968
"760" 81.810567 83.166936
"761" 83.537007 84.613478
"762" 85.891247 86.434598
"763" 87.042207 87.213868
"764" 88.193167 87.993148
"765" 89.378807 88.902988
"766" 89.676957 89.235748
"767" 90.017917 89.616278
"768" 90.942827 89.977328
"769" 92.169727 90.208828
"770" 95.280797 90.795838
"771" 99.988777 94.188638
"772" 102.68838 97.789088
"773" 103.53367 98.916448
"774" 103.51811 99.439168
"775" 102.66238 98.662558
"776" 102.29243 98.326818
"777" 101.58615 97.808858
"778" 101.09289 97.511558
"779" 100.59962 97.214248
"780" 101.37315 98.114848
"781" 102.81185 99.512898
"782" 105.11726 101.75316
"783" 105.86719 102.7562
"784" 105.23674 102.7562
"785" 105.13172 102.7562
"786" 104.1564 102.03549
"787" 103.06934 101.15462
"788" 101.0334 99.504858
"789" 99.448637 98.401808
"790" 99.448637 98.634508
"791" 99.448637 98.707308
"792" 100.79392 99.815528
"793" 102.43815 101.09719
"794" 104.33565 102.57627
"795" 105.42766 103.63249
"796" 105.42766 103.9887
"797" 105.42766 104.66883
"798" 105.07779 104.69352
"799" 103.92044 104.09503
"800" 103.07034 103.65543
"801" 103.04325 103.66254
"802" 103.11317 104.30699
"803" 103.16017 104.73972
"804" 103.00141 105.01215
"805" 102.66106 105.08299
"806" 101.94851 105.23129
"807" 95.616337 101.60378
"808" 95.400467 100.9236
"809" 95.305567 100.62469
"810" 94.856797 100.11583
"811" 94.403137 99.792788
"812" 93.636607 99.246968
"813" 93.586187 99.082648
"814" 93.689927 97.468158
"815" 93.778427 96.090018
"816" 93.672027 95.524458
"817" 93.175287 94.732508
"818" 92.637117 93.874598
"819" 92.482607 93.789298
"820" 92.076807 94.126078
"821" 91.231757 94.827408
"822" 92.013607 99.181498
"823" 93.107617 99.866338
"824" 94.237747 100.57382
"825" 95.562277 101.98858
"826" 95.562277 102.48822
"827" 95.562277 102.80003
"828" 95.478477 103.05515
"829" 95.375927 103.05515
"830" 95.003987 103.05515
"831" 90.635487 100.28363
"832" 90.256767 99.807388
"833" 90.042847 99.538368
"834" 89.519687 98.645618
"835" 89.094197 97.823508
"836" 87.856647 95.432358
"837" 86.997757 94.474678
"838" 84.700537 92.924538
"839" 82.237587 91.262548
"840" 77.086167 88.619148
"841" 73.227687 87.037348
"842" 69.625267 85.560518
"843" 68.208817 84.699348
"844" 66.115637 82.713336
"845" 64.321927 81.011466
"846" 61.710377 80.807406
"847" 58.407707 80.549336
"848" 56.577857 80.069576
"849" 52.453637 78.380411
"850" 49.153417 77.028732
"851" 45.492747 77.391855
"852" 42.180317 77.720435
"853" 41.640827 77.70321
"854" 39.821667 77.210787
"855" 37.298827 76.527888
"856" 35.226347 75.157025
"857" 34.375687 73.608496
"858" 34.014397 72.950804
"859" 33.387604 71.268773
"860" 32.982824 69.870649
"861" 32.516564 68.260183
"862" 31.687324 66.426452
"863" 30.720044 64.866859
"864" 29.880284 63.512899
"865" 28.761214 61.529047
"866" 28.233204 60.458298
"867" 27.401964 58.772643
"868" 27.163844 58.511483
"869" 26.458134 58.511483
"870" 26.009864 58.511483
"871" 25.564924 58.385009
"872" 25.469394 58.23043
"873" 25.176014 57.755738
"874" 27.088734 55.855021
"875" 28.478394 55.24031
"876" 30.079004 54.532284
"877" 30.151444 54.305613
"878" 28.701964 54.540834
"879" 27.396624 54.752658
"880" 26.803604 54.155899
"881" 26.803604 52.630499
"882" 26.803604 51.473046
"883" 27.633994 51.098873
"884" 29.027174 51.628557
"885" 29.769024 51.910608
"886" 29.833534 51.895051
"887" 29.514764 51.510956
"888" 29.312704 51.267493
"889" 28.689464 50.917171
"890" 28.129784 50.732458
"891" 27.570094 50.547745
"892" 26.630614 49.834592
"893" 26.042034 49.147675
"894" 24.971894 47.898731
"895" 26.040524 47.72104
"896" 27.315934 47.508971
"897" 27.140084 47.68116
"898" 28.148794 45.6566
"899" 28.599354 44.752274
"900" 29.699184 42.824693
"901" 30.592854 41.373087
"902" 31.660884 39.638258
"903" 32.473584 37.845426
"904" 32.964374 36.141449
"905" 34.210587 31.814767
"906" 35.856017 30.04981
"907" 39.744637 28.868678
"908" 41.698757 28.275132
"909" 42.008447 28.261631
"910" 45.500917 28.61772
"911" 49.191957 28.994056
"912" 52.903627 27.46796
"913" 56.525697 25.978703
"914" 60.569247 25.033217
"915" 63.329167 25.0302
"916" 64.283077 25.0292
"917" 64.655517 24.791584
"918" 66.135147 23.240353
"919" 68.530887 20.728662
"920" 69.819817 19.997179
"921" 76.366447 17.433967
"922" 79.538047 16.192183
"923" 82.723727 14.769743
"924" 83.445737 14.272988
"925" 86.094557 12.450557
"926" 87.813767 10.580411
"927" 89.085357 8.1382797
"928" 90.272727 5.8579087
"929" 90.440797 5.6806277
"930" 92.699057 4.3266577
"931" 94.001687 3.5456487
"932" 95.178807 2.9066417
"933" 95.314877 2.9066417
"934" 95.450947 2.9066417
"935" 95.558127 3.2093287
"936" 95.553037 3.5792807
"937" 95.547037 4.0215197
"938" 95.080267 4.6012047
"939" 94.190547 5.2716377
"940" 92.531087 6.5220977
"941" 92.020537 7.4642057
"942" 91.785927 9.7088047
"943" 91.642277 11.083159
"944" 91.702727 11.525264
"945" 92.076807 11.835709
"946" 92.482587 12.172474
"947" 92.637487 12.087148
"948" 93.177697 11.229276
"949" 93.685267 10.42323
"950" 93.779647 9.9027107
"951" 93.667697 8.5268887
"952" 93.541257 6.9730397
"953" 93.593497 6.7806097
"954" 94.260317 6.3436847
"955" 94.662527 6.0801467
"956" 95.126747 5.5679337
"957" 95.291907 5.2054327
"958" 95.853937 3.9719157
"959" 101.90946 0.54713974
"960" 102.87402 0.91727574
"961" 103.83855 1.2874007
"962" 103.17216 2.1679867
"963" 100.71323 3.7726217
"964" 99.353457 4.6599687
"965" 98.294567 5.4396247
"966" 98.360127 5.5051907
"967" 98.503807 5.6488647
"968" 100.89834 4.2556857
"969" 103.04111 2.7817217
"970" 103.89734 2.1927357
"971" 104.7846 1.7108387
"972" 105.01278 1.7108387
"973" 106.01434 1.7108387
"974" 105.21559 2.6900717
"975" 102.30905 5.0254897
"976" 100.59382 6.4036877
"977" 99.240787 7.5816537
"978" 99.302327 7.6431917
"979" 99.458027 7.7988887
"980" 101.04772 6.6444707
"981" 103.28309 4.7524027
"982" 106.53137 2.0029877
"983" 105.93275 3.7163577
"984" 102.47457 7.0665607
"985" 100.63276 8.8508627
"986" 100.65951 9.1008577
"987" 102.51287 7.4246597
"988" 103.58019 6.4593757
"989" 103.56477 6.9869567
"990" 102.48237 8.4671137
"991" 100.15208 11.65384
"992" 95.617397 14.888084
"993" 92.405977 15.653846
